card_number,as_of,market_usd,source
ST03-013,2025-12-15,0.16,tcgplayer
ST03-013,2025-12-22,0.15,tcgplayer
ST03-013,2025-12-29,0.16,tcgplayer
ST03-013,2026-01-05,0.24,tcgplayer
ST03-013,2026-01-12,0.18,tcgplayer
ST03-013,2026-01-19,0.16,tcgplayer
ST03-013,2026-01-26,0.19,tcgplayer
ST03-013,2026-02-02,0.22,tcgplayer
ST03-013,2026-02-09,0.22,tcgplayer
ST03-013,2026-02-16,0.21,tcgplayer
ST03-013,2026-02-23,0.25,tcgplayer
ST03-013,2026-03-02,0.24,tcgplayer
ST03-013,2026-03-09,0.19,tcgplayer
ST03-013,2026-03-16,0.21,tcgplayer
ST03-013,2026-03-23,0.18,tcgplayer
ST03-013,2026-03-30,0.21,tcgplayer
ST03-013,2026-04-06,0.24,tcgplayer
ST03-013,2026-04-13,0.24,tcgplayer
ST03-013,2026-04-20,0.22,tcgplayer
ST03-013,2026-04-27,0.22,tcgplayer
ST03-013,2026-05-04,0.23,tcgplayer
ST03-013,2026-05-11,0.22,tcgplayer
ST03-013,2026-05-18,0.23,tcgplayer
ST03-013,2026-05-25,0.22,tcgplayer
ST03-013,2026-06-01,0.22,tcgplayer
ST03-013,2026-06-08,0.20,tcgplayer
ST03-013,2026-06-15,0.21,tcgplayer
ST03-013,2026-06-22,0.19,tcgplayer
ST03-013,2026-06-29,0.24,tcgplayer
ST03-013,2026-07-06,0.25,tcgplayer
ST03-013,2026-07-13,0.23,tcgplayer
ST03-013,2026-07-20,0.21,tcgplayer
ST03-013,2026-07-27,0.22,tcgplayer
ST03-013,2026-08-03,0.24,tcgplayer
ST03-013,2026-08-10,0.25,tcgplayer
ST03-013,2026-08-17,0.26,tcgplayer
ST03-013,2026-08-24,0.26,tcgplayer
ST03-013,2026-08-31,0.24,tcgplayer
ST03-013,2026-09-05,0.25,limitless
ST03-013p1,2025-09-08,0.22,tcgplayer
ST03-013p1,2025-09-15,0.28,tcgplayer
ST03-013p1,2025-09-22,0.38,tcgplayer
ST03-013p1,2025-09-29,0.35,tcgplayer
ST03-013p1,2025-10-06,0.33,tcgplayer
ST03-013p1,2025-10-13,0.36,tcgplayer
ST03-013p1,2025-10-20,0.33,tcgplayer
ST03-013p1,2025-10-27,0.31,tcgplayer
ST03-013p1,2025-11-03,0.38,tcgplayer
ST03-013p1,2025-11-10,0.47,tcgplayer
ST03-013p1,2025-11-17,0.39,tcgplayer
ST03-013p1,2025-11-24,0.37,tcgplayer
ST03-013p1,2025-12-01,0.65,tcgplayer
ST03-013p1,2025-12-08,0.68,tcgplayer
ST03-013p1,2025-12-15,0.61,tcgplayer
ST03-013p1,2025-12-22,0.54,tcgplayer
ST03-013p1,2025-12-29,0.71,tcgplayer
ST03-013p1,2026-01-05,0.87,tcgplayer
ST03-013p1,2026-01-12,1.73,tcgplayer
ST03-013p1,2026-01-19,2.93,tcgplayer
ST03-013p1,2026-01-26,2.83,tcgplayer
ST03-013p1,2026-02-02,2.87,tcgplayer
ST03-013p1,2026-02-09,2.65,tcgplayer
ST03-013p1,2026-02-16,2.44,tcgplayer
ST03-013p1,2026-02-23,2.20,tcgplayer
ST03-013p1,2026-03-02,2.18,tcgplayer
ST03-013p1,2026-03-09,2.19,tcgplayer
ST03-013p1,2026-03-16,1.90,tcgplayer
ST03-013p1,2026-03-23,1.89,tcgplayer
ST03-013p1,2026-03-30,1.82,tcgplayer
ST03-013p1,2026-04-06,1.73,tcgplayer
ST03-013p1,2026-04-13,1.88,tcgplayer
ST03-013p1,2026-04-20,1.90,tcgplayer
ST03-013p1,2026-04-27,2.09,tcgplayer
ST03-013p1,2026-05-04,2.30,tcgplayer
ST03-013p1,2026-05-11,2.21,tcgplayer
ST03-013p1,2026-05-18,2.09,tcgplayer
ST03-013p1,2026-05-25,2.22,tcgplayer
ST03-013p1,2026-06-01,2.18,tcgplayer
ST03-013p1,2026-06-08,2.63,tcgplayer
ST03-013p1,2026-06-15,2.90,tcgplayer
ST03-013p1,2026-06-22,4.28,tcgplayer
ST03-013p1,2026-06-29,4.43,tcgplayer
ST03-013p1,2026-07-06,4.55,tcgplayer
ST03-013p1,2026-07-13,4.81,tcgplayer
ST03-013p1,2026-07-20,4.82,tcgplayer
ST03-013p1,2026-07-27,4.09,tcgplayer
ST03-013p1,2026-08-03,2.57,tcgplayer
ST03-013p1,2026-08-10,2.04,tcgplayer
ST03-013p1,2026-08-17,2.08,tcgplayer
ST03-013p1,2026-08-24,2.04,tcgplayer
ST03-013p1,2026-08-31,1.97,tcgplayer
ST03-013p1,2026-09-05,2.10,limitless
ST03-013p2,2025-09-08,10.44,tcgplayer
ST03-013p2,2025-09-15,10.34,tcgplayer
ST03-013p2,2025-09-22,10.29,tcgplayer
ST03-013p2,2025-09-29,10.42,tcgplayer
ST03-013p2,2025-10-06,10.61,tcgplayer
ST03-013p2,2025-10-13,11.34,tcgplayer
ST03-013p2,2025-10-20,11.88,tcgplayer
ST03-013p2,2025-10-27,13.32,tcgplayer
ST03-013p2,2025-11-03,14.75,tcgplayer
ST03-013p2,2025-11-10,15.03,tcgplayer
ST03-013p2,2025-11-17,15.14,tcgplayer
ST03-013p2,2025-11-24,23.46,tcgplayer
ST03-013p2,2025-12-01,28.45,tcgplayer
ST03-013p2,2025-12-08,31.48,tcgplayer
ST03-013p2,2025-12-15,34.33,tcgplayer
ST03-013p2,2025-12-22,32.02,tcgplayer
ST03-013p2,2025-12-29,29.65,tcgplayer
ST03-013p2,2026-01-05,30.31,tcgplayer
ST03-013p2,2026-01-12,31.53,tcgplayer
ST03-013p2,2026-01-19,34.41,tcgplayer
ST03-013p2,2026-01-26,39.89,tcgplayer
ST03-013p2,2026-02-02,40.09,tcgplayer
ST03-013p2,2026-02-09,42.67,tcgplayer
ST03-013p2,2026-02-16,42.36,tcgplayer
ST03-013p2,2026-02-23,42.38,tcgplayer
ST03-013p2,2026-03-02,41.85,tcgplayer
ST03-013p2,2026-03-09,41.91,tcgplayer
ST03-013p2,2026-03-16,41.05,tcgplayer
ST03-013p2,2026-03-23,39.47,tcgplayer
ST03-013p2,2026-03-30,37.42,tcgplayer
ST03-013p2,2026-04-06,36.04,tcgplayer
ST03-013p2,2026-04-13,34.13,tcgplayer
ST03-013p2,2026-04-20,33.31,tcgplayer
ST03-013p2,2026-04-27,32.59,tcgplayer
ST03-013p2,2026-05-04,33.81,tcgplayer
ST03-013p2,2026-05-11,34.09,tcgplayer
ST03-013p2,2026-05-18,34.48,tcgplayer
ST03-013p2,2026-05-25,35.02,tcgplayer
ST03-013p2,2026-06-01,35.26,tcgplayer
ST03-013p2,2026-06-08,35.67,tcgplayer
ST03-013p2,2026-06-15,37.73,tcgplayer
ST03-013p2,2026-06-22,38.75,tcgplayer
ST03-013p2,2026-06-29,47.19,tcgplayer
ST03-013p2,2026-07-06,52.36,tcgplayer
ST03-013p2,2026-07-13,52.81,tcgplayer
ST03-013p2,2026-07-20,54.61,tcgplayer
ST03-013p2,2026-07-27,57.15,tcgplayer
ST03-013p2,2026-08-03,57.15,tcgplayer
ST03-013p2,2026-08-10,60.97,tcgplayer
ST03-013p2,2026-08-17,60.97,tcgplayer
ST03-013p2,2026-08-24,62.61,tcgplayer
ST03-013p2,2026-08-31,62.61,tcgplayer
ST03-013p2,2026-09-05,62.61,limitless
ST03-013p3,2025-09-08,34.81,tcgplayer
ST03-013p3,2025-09-15,35.00,tcgplayer
ST03-013p3,2025-09-22,37.35,tcgplayer
ST03-013p3,2025-09-29,38.56,tcgplayer
ST03-013p3,2025-10-06,40.95,tcgplayer
ST03-013p3,2025-10-13,57.32,tcgplayer
ST03-013p3,2025-10-20,62.69,tcgplayer
ST03-013p3,2025-10-27,70.51,tcgplayer
ST03-013p3,2025-11-03,72.35,tcgplayer
ST03-013p3,2025-11-10,72.33,tcgplayer
ST03-013p3,2025-11-17,74.11,tcgplayer
ST03-013p3,2025-11-24,85.89,tcgplayer
ST03-013p3,2025-12-01,101.26,tcgplayer
ST03-013p3,2025-12-08,108.19,tcgplayer
ST03-013p3,2025-12-15,115.52,tcgplayer
ST03-013p3,2025-12-22,142.00,tcgplayer
ST03-013p3,2025-12-29,145.65,tcgplayer
ST03-013p3,2026-01-05,146.05,tcgplayer
ST03-013p3,2026-01-12,160.06,tcgplayer
ST03-013p3,2026-01-19,166.15,tcgplayer
ST03-013p3,2026-01-26,174.09,tcgplayer
ST03-013p3,2026-02-02,174.09,tcgplayer
ST03-013p3,2026-02-09,174.09,tcgplayer
ST03-013p3,2026-02-16,173.48,tcgplayer
ST03-013p3,2026-02-23,172.44,tcgplayer
ST03-013p3,2026-03-02,172.44,tcgplayer
ST03-013p3,2026-03-09,172.44,tcgplayer
ST03-013p3,2026-03-16,169.37,tcgplayer
ST03-013p3,2026-03-23,167.65,tcgplayer
ST03-013p3,2026-03-30,171.18,tcgplayer
ST03-013p3,2026-04-06,162.49,tcgplayer
ST03-013p3,2026-04-13,154.29,tcgplayer
ST03-013p3,2026-04-20,148.29,tcgplayer
ST03-013p3,2026-04-27,136.27,tcgplayer
ST03-013p3,2026-05-04,127.08,tcgplayer
ST03-013p3,2026-05-11,118.97,tcgplayer
ST03-013p3,2026-05-18,114.52,tcgplayer
ST03-013p3,2026-05-25,114.67,tcgplayer
ST03-013p3,2026-06-01,115.25,tcgplayer
ST03-013p3,2026-06-08,115.95,tcgplayer
ST03-013p3,2026-06-15,118.50,tcgplayer
ST03-013p3,2026-06-22,123.17,tcgplayer
ST03-013p3,2026-06-29,124.99,tcgplayer
ST03-013p3,2026-07-06,124.97,tcgplayer
ST03-013p3,2026-07-13,124.94,tcgplayer
ST03-013p3,2026-07-20,125.32,tcgplayer
ST03-013p3,2026-07-27,125.53,tcgplayer
ST03-013p3,2026-08-03,124.49,tcgplayer
ST03-013p3,2026-08-10,125.07,tcgplayer
ST03-013p3,2026-08-17,126.18,tcgplayer
ST03-013p3,2026-08-24,126.18,tcgplayer
ST03-013p3,2026-08-31,126.18,tcgplayer
ST03-013p3,2026-09-05,126.18,limitless
ST04-003,2025-09-08,0.18,tcgplayer
ST04-003,2025-09-15,0.19,tcgplayer
ST04-003,2025-09-22,0.19,tcgplayer
ST04-003,2025-09-29,0.21,tcgplayer
ST04-003,2025-10-06,0.21,tcgplayer
ST04-003,2025-10-13,0.20,tcgplayer
ST04-003,2025-10-20,0.20,tcgplayer
ST04-003,2025-10-27,0.19,tcgplayer
ST04-003,2025-11-03,0.19,tcgplayer
ST04-003,2025-11-10,0.20,tcgplayer
ST04-003,2025-11-17,0.21,tcgplayer
ST04-003,2025-11-24,0.21,tcgplayer
ST04-003,2025-12-01,0.22,tcgplayer
ST04-003,2025-12-08,0.23,tcgplayer
ST04-003,2025-12-15,0.23,tcgplayer
ST04-003,2025-12-22,0.24,tcgplayer
ST04-003,2025-12-29,0.25,tcgplayer
ST04-003,2026-01-05,0.25,tcgplayer
ST04-003,2026-01-12,0.25,tcgplayer
ST04-003,2026-01-19,0.27,tcgplayer
ST04-003,2026-01-26,0.26,tcgplayer
ST04-003,2026-02-02,0.26,tcgplayer
ST04-003,2026-02-09,0.26,tcgplayer
ST04-003,2026-02-16,0.25,tcgplayer
ST04-003,2026-02-23,0.25,tcgplayer
ST04-003,2026-03-02,0.24,tcgplayer
ST04-003,2026-03-09,0.24,tcgplayer
ST04-003,2026-03-16,0.24,tcgplayer
ST04-003,2026-03-23,0.25,tcgplayer
ST04-003,2026-03-30,0.23,tcgplayer
ST04-003,2026-04-06,0.24,tcgplayer
ST04-003,2026-04-13,0.24,tcgplayer
ST04-003,2026-04-20,0.25,tcgplayer
ST04-003,2026-04-27,0.24,tcgplayer
ST04-003,2026-05-04,0.24,tcgplayer
ST04-003,2026-05-11,0.24,tcgplayer
ST04-003,2026-05-18,0.24,tcgplayer
ST04-003,2026-05-25,0.24,tcgplayer
ST04-003,2026-06-01,0.25,tcgplayer
ST04-003,2026-06-08,0.25,tcgplayer
ST04-003,2026-06-15,0.25,tcgplayer
ST04-003,2026-06-22,0.28,tcgplayer
ST04-003,2026-06-29,0.28,tcgplayer
ST04-003,2026-07-06,0.28,tcgplayer
ST04-003,2026-07-13,0.28,tcgplayer
ST04-003,2026-07-20,0.28,tcgplayer
ST04-003,2026-07-27,0.29,tcgplayer
ST04-003,2026-08-03,0.29,tcgplayer
ST04-003,2026-08-10,0.29,tcgplayer
ST04-003,2026-08-17,0.29,tcgplayer
ST04-003,2026-08-24,0.31,tcgplayer
ST04-003,2026-08-31,0.31,tcgplayer
ST04-003,2026-09-05,0.31,limitless
ST04-003p6,2025-09-08,6.56,tcgplayer
ST04-003p6,2025-09-15,6.67,tcgplayer
ST04-003p6,2025-09-22,6.70,tcgplayer
ST04-003p6,2025-09-29,6.45,tcgplayer
ST04-003p6,2025-10-06,6.45,tcgplayer
ST04-003p6,2025-10-13,6.43,tcgplayer
ST04-003p6,2025-10-20,6.50,tcgplayer
ST04-003p6,2025-10-27,6.60,tcgplayer
ST04-003p6,2025-11-03,6.39,tcgplayer
ST04-003p6,2025-11-10,6.39,tcgplayer
ST04-003p6,2025-11-17,6.31,tcgplayer
ST04-003p6,2025-11-24,6.38,tcgplayer
ST04-003p6,2025-12-01,6.55,tcgplayer
ST04-003p6,2025-12-08,7.68,tcgplayer
ST04-003p6,2025-12-15,9.25,tcgplayer
ST04-003p6,2025-12-22,11.83,tcgplayer
ST04-003p6,2025-12-29,12.73,tcgplayer
ST04-003p6,2026-01-05,13.55,tcgplayer
ST04-003p6,2026-01-12,14.48,tcgplayer
ST04-003p6,2026-01-19,15.76,tcgplayer
ST04-003p6,2026-01-26,16.72,tcgplayer
ST04-003p6,2026-02-02,16.72,tcgplayer
ST04-003p6,2026-02-09,17.28,tcgplayer
ST04-003p6,2026-02-16,17.55,tcgplayer
ST04-003p6,2026-02-23,17.34,tcgplayer
ST04-003p6,2026-03-02,16.97,tcgplayer
ST04-003p6,2026-03-09,16.00,tcgplayer
ST04-003p6,2026-03-16,14.24,tcgplayer
ST04-003p6,2026-03-23,11.63,tcgplayer
ST04-003p6,2026-03-30,10.18,tcgplayer
ST04-003p6,2026-04-06,8.32,tcgplayer
ST04-003p6,2026-04-13,7.97,tcgplayer
ST04-003p6,2026-04-20,7.34,tcgplayer
ST04-003p6,2026-04-27,7.25,tcgplayer
ST04-003p6,2026-05-04,7.18,tcgplayer
ST04-003p6,2026-05-11,7.30,tcgplayer
ST04-003p6,2026-05-18,7.16,tcgplayer
ST04-003p6,2026-05-25,7.20,tcgplayer
ST04-003p6,2026-06-01,7.21,tcgplayer
ST04-003p6,2026-06-08,7.48,tcgplayer
ST04-003p6,2026-06-15,7.60,tcgplayer
ST04-003p6,2026-06-22,8.06,tcgplayer
ST04-003p6,2026-06-29,8.15,tcgplayer
ST04-003p6,2026-07-06,8.14,tcgplayer
ST04-003p6,2026-07-13,8.18,tcgplayer
ST04-003p6,2026-07-20,8.82,tcgplayer
ST04-003p6,2026-07-27,8.92,tcgplayer
ST04-003p6,2026-08-03,8.87,tcgplayer
ST04-003p6,2026-08-10,8.95,tcgplayer
ST04-003p6,2026-08-17,8.92,tcgplayer
ST04-003p6,2026-08-24,8.85,tcgplayer
ST04-003p6,2026-08-31,8.80,tcgplayer
ST04-003p6,2026-09-05,8.80,limitless
ST04-005,2025-09-08,0.23,tcgplayer
ST04-005,2025-09-15,0.26,tcgplayer
ST04-005,2025-09-22,0.23,tcgplayer
ST04-005,2025-09-29,0.21,tcgplayer
ST04-005,2025-10-06,0.27,tcgplayer
ST04-005,2025-10-13,0.23,tcgplayer
ST04-005,2025-10-20,0.21,tcgplayer
ST04-005,2025-10-27,0.24,tcgplayer
ST04-005,2025-11-03,0.27,tcgplayer
ST04-005,2025-11-10,0.28,tcgplayer
ST04-005,2025-11-17,0.26,tcgplayer
ST04-005,2025-11-24,0.25,tcgplayer
ST04-005,2025-12-01,0.24,tcgplayer
ST04-005,2025-12-08,0.25,tcgplayer
ST04-005,2025-12-15,0.22,tcgplayer
ST04-005,2025-12-22,0.26,tcgplayer
ST04-005,2025-12-29,0.21,tcgplayer
ST04-005,2026-01-05,0.22,tcgplayer
ST04-005,2026-01-12,0.26,tcgplayer
ST04-005,2026-01-19,0.24,tcgplayer
ST04-005,2026-01-26,0.26,tcgplayer
ST04-005,2026-02-02,0.31,tcgplayer
ST04-005,2026-02-09,0.28,tcgplayer
ST04-005,2026-02-16,0.27,tcgplayer
ST04-005,2026-02-23,0.28,tcgplayer
ST04-005,2026-03-02,0.27,tcgplayer
ST04-005,2026-03-09,0.24,tcgplayer
ST04-005,2026-03-16,0.26,tcgplayer
ST04-005,2026-03-23,0.25,tcgplayer
ST04-005,2026-03-30,0.24,tcgplayer
ST04-005,2026-04-06,0.23,tcgplayer
ST04-005,2026-04-13,0.23,tcgplayer
ST04-005,2026-04-20,0.20,tcgplayer
ST04-005,2026-04-27,0.19,tcgplayer
ST04-005,2026-05-04,0.18,tcgplayer
ST04-005,2026-05-11,0.18,tcgplayer
ST04-005,2026-05-18,0.18,tcgplayer
ST04-005,2026-05-25,0.17,tcgplayer
ST04-005,2026-06-01,0.20,tcgplayer
ST04-005,2026-06-08,0.20,tcgplayer
ST04-005,2026-06-15,0.19,tcgplayer
ST04-005,2026-06-22,0.19,tcgplayer
ST04-005,2026-06-29,0.19,tcgplayer
ST04-005,2026-07-06,0.20,tcgplayer
ST04-005,2026-07-13,0.21,tcgplayer
ST04-005,2026-07-20,0.20,tcgplayer
ST04-005,2026-07-27,0.20,tcgplayer
ST04-005,2026-08-03,0.20,tcgplayer
ST04-005,2026-08-10,0.20,tcgplayer
ST04-005,2026-08-17,0.21,tcgplayer
ST04-005,2026-08-24,0.21,tcgplayer
ST04-005,2026-08-31,0.20,tcgplayer
ST04-005,2026-09-05,0.21,limitless
ST04-005p3,2025-09-08,0.39,tcgplayer
ST04-005p3,2025-09-15,0.41,tcgplayer
ST04-005p3,2025-09-22,0.38,tcgplayer
ST04-005p3,2025-09-29,0.38,tcgplayer
ST04-005p3,2025-10-06,0.39,tcgplayer
ST04-005p3,2025-10-13,0.36,tcgplayer
ST04-005p3,2025-10-20,0.38,tcgplayer
ST04-005p3,2025-10-27,0.37,tcgplayer
ST04-005p3,2025-11-03,0.37,tcgplayer
ST04-005p3,2025-11-10,0.35,tcgplayer
ST04-005p3,2025-11-17,0.35,tcgplayer
ST04-005p3,2025-11-24,0.31,tcgplayer
ST04-005p3,2025-12-01,0.29,tcgplayer
ST04-005p3,2025-12-08,0.27,tcgplayer
ST04-005p3,2025-12-15,0.28,tcgplayer
ST04-005p3,2025-12-22,0.30,tcgplayer
ST04-005p3,2025-12-29,0.35,tcgplayer
ST04-005p3,2026-01-05,0.33,tcgplayer
ST04-005p3,2026-01-12,0.34,tcgplayer
ST04-005p3,2026-01-19,0.36,tcgplayer
ST04-005p3,2026-01-26,0.39,tcgplayer
ST04-005p3,2026-02-02,0.39,tcgplayer
ST04-005p3,2026-02-09,0.40,tcgplayer
ST04-005p3,2026-02-16,0.43,tcgplayer
ST04-005p3,2026-02-23,0.44,tcgplayer
ST04-005p3,2026-03-02,0.43,tcgplayer
ST04-005p3,2026-03-09,0.43,tcgplayer
ST04-005p3,2026-03-16,0.43,tcgplayer
ST04-005p3,2026-03-23,0.44,tcgplayer
ST04-005p3,2026-03-30,0.40,tcgplayer
ST04-005p3,2026-04-06,0.35,tcgplayer
ST04-005p3,2026-04-13,0.34,tcgplayer
ST04-005p3,2026-04-20,0.34,tcgplayer
ST04-005p3,2026-04-27,0.33,tcgplayer
ST04-005p3,2026-05-04,0.31,tcgplayer
ST04-005p3,2026-05-11,0.30,tcgplayer
ST04-005p3,2026-05-18,0.29,tcgplayer
ST04-005p3,2026-05-25,0.30,tcgplayer
ST04-005p3,2026-06-01,0.29,tcgplayer
ST04-005p3,2026-06-08,0.29,tcgplayer
ST04-005p3,2026-06-15,0.30,tcgplayer
ST04-005p3,2026-06-22,0.29,tcgplayer
ST04-005p3,2026-06-29,0.29,tcgplayer
ST04-005p3,2026-07-06,0.28,tcgplayer
ST04-005p3,2026-07-13,0.30,tcgplayer
ST04-005p3,2026-07-20,0.30,tcgplayer
ST04-005p3,2026-07-27,0.33,tcgplayer
ST04-005p3,2026-08-03,0.34,tcgplayer
ST04-005p3,2026-08-10,0.34,tcgplayer
ST04-005p3,2026-08-17,0.34,tcgplayer
ST04-005p3,2026-08-24,0.36,tcgplayer
ST04-005p3,2026-08-31,0.35,tcgplayer
ST04-005p3,2026-09-05,0.35,limitless
ST04-005p4,2025-09-08,3.98,tcgplayer
ST04-005p4,2025-09-15,3.39,tcgplayer
ST04-005p4,2025-09-22,2.80,tcgplayer
ST04-005p4,2025-09-29,2.64,tcgplayer
ST04-005p4,2025-10-06,2.27,tcgplayer
ST04-005p4,2025-10-13,2.20,tcgplayer
ST04-005p4,2025-10-20,2.07,tcgplayer
ST04-005p4,2025-10-27,1.99,tcgplayer
ST04-005p4,2025-11-03,1.99,tcgplayer
ST04-005p4,2025-11-10,1.99,tcgplayer
ST04-005p4,2025-11-17,1.97,tcgplayer
ST04-005p4,2025-11-24,2.16,tcgplayer
ST04-005p4,2025-12-01,2.98,tcgplayer
ST04-005p4,2025-12-08,3.93,tcgplayer
ST04-005p4,2025-12-15,5.58,tcgplayer
ST04-005p4,2025-12-22,7.11,tcgplayer
ST04-005p4,2025-12-29,7.11,tcgplayer
ST04-005p4,2026-01-05,9.67,tcgplayer
ST04-005p4,2026-01-12,10.14,tcgplayer
ST04-005p4,2026-01-19,10.40,tcgplayer
ST04-005p4,2026-01-26,10.56,tcgplayer
ST04-005p4,2026-02-02,11.00,tcgplayer
ST04-005p4,2026-02-09,11.16,tcgplayer
ST04-005p4,2026-02-16,11.16,tcgplayer
ST04-005p4,2026-02-23,11.36,tcgplayer
ST04-005p4,2026-03-02,11.13,tcgplayer
ST04-005p4,2026-03-09,11.13,tcgplayer
ST04-005p4,2026-03-16,11.18,tcgplayer
ST04-005p4,2026-03-23,11.01,tcgplayer
ST04-005p4,2026-03-30,10.87,tcgplayer
ST04-005p4,2026-04-06,9.78,tcgplayer
ST04-005p4,2026-04-13,9.26,tcgplayer
ST04-005p4,2026-04-20,9.20,tcgplayer
ST04-005p4,2026-04-27,7.71,tcgplayer
ST04-005p4,2026-05-04,7.39,tcgplayer
ST04-005p4,2026-05-11,6.91,tcgplayer
ST04-005p4,2026-05-18,6.91,tcgplayer
ST04-005p4,2026-05-25,6.71,tcgplayer
ST04-005p4,2026-06-01,6.35,tcgplayer
ST04-005p4,2026-06-08,6.28,tcgplayer
ST04-005p4,2026-06-15,6.28,tcgplayer
ST04-005p4,2026-06-22,6.22,tcgplayer
ST04-005p4,2026-06-29,6.19,tcgplayer
ST04-005p4,2026-07-06,6.15,tcgplayer
ST04-005p4,2026-07-13,6.13,tcgplayer
ST04-005p4,2026-07-20,5.96,tcgplayer
ST04-005p4,2026-07-27,5.98,tcgplayer
ST04-005p4,2026-08-03,5.96,tcgplayer
ST04-005p4,2026-08-10,5.92,tcgplayer
ST04-005p4,2026-08-17,5.86,tcgplayer
ST04-005p4,2026-08-24,5.57,tcgplayer
ST04-005p4,2026-08-31,5.57,tcgplayer
ST04-005p4,2026-09-05,5.57,limitless
ST04-016,2025-09-08,0.12,tcgplayer
ST04-016,2025-09-15,0.12,tcgplayer
ST04-016,2025-09-22,0.12,tcgplayer
ST04-016,2025-09-29,0.13,tcgplayer
ST04-016,2025-10-06,0.13,tcgplayer
ST04-016,2025-10-13,0.11,tcgplayer
ST04-016,2025-10-20,0.12,tcgplayer
ST04-016,2025-10-27,0.13,tcgplayer
ST04-016,2025-11-03,0.13,tcgplayer
ST04-016,2025-11-10,0.13,tcgplayer
ST04-016,2025-11-17,0.11,tcgplayer
ST04-016,2025-11-24,0.12,tcgplayer
ST04-016,2025-12-01,0.13,tcgplayer
ST04-016,2025-12-08,0.13,tcgplayer
ST04-016,2025-12-15,0.10,tcgplayer
ST04-016,2025-12-22,0.11,tcgplayer
ST04-016,2025-12-29,0.11,tcgplayer
ST04-016,2026-01-05,0.11,tcgplayer
ST04-016,2026-01-12,0.11,tcgplayer
ST04-016,2026-01-19,0.11,tcgplayer
ST04-016,2026-01-26,0.10,tcgplayer
ST04-016,2026-02-02,0.10,tcgplayer
ST04-016,2026-02-09,0.10,tcgplayer
ST04-016,2026-02-16,0.11,tcgplayer
ST04-016,2026-02-23,0.11,tcgplayer
ST04-016,2026-03-02,0.11,tcgplayer
ST04-016,2026-03-09,0.11,tcgplayer
ST04-016,2026-03-16,0.11,tcgplayer
ST04-016,2026-03-23,0.11,tcgplayer
ST04-016,2026-03-30,0.11,tcgplayer
ST04-016,2026-04-06,0.10,tcgplayer
ST04-016,2026-04-13,0.10,tcgplayer
ST04-016,2026-04-20,0.10,tcgplayer
ST04-016,2026-04-27,0.10,tcgplayer
ST04-016,2026-05-04,0.10,tcgplayer
ST04-016,2026-05-11,0.11,tcgplayer
ST04-016,2026-05-18,0.11,tcgplayer
ST04-016,2026-05-25,0.11,tcgplayer
ST04-016,2026-06-01,0.10,tcgplayer
ST04-016,2026-06-08,0.10,tcgplayer
ST04-016,2026-06-15,0.09,tcgplayer
ST04-016,2026-06-22,0.09,tcgplayer
ST04-016,2026-06-29,0.09,tcgplayer
ST04-016,2026-07-06,0.09,tcgplayer
ST04-016,2026-07-13,0.09,tcgplayer
ST04-016,2026-07-20,0.09,tcgplayer
ST04-016,2026-07-27,0.09,tcgplayer
ST04-016,2026-08-03,0.09,tcgplayer
ST04-016,2026-08-10,0.09,tcgplayer
ST04-016,2026-08-17,0.09,tcgplayer
ST04-016,2026-08-24,0.09,tcgplayer
ST04-016,2026-08-31,0.09,tcgplayer
ST04-016,2026-09-05,0.10,limitless
ST04-016p1,2025-09-08,0.31,tcgplayer
ST04-016p1,2025-09-15,0.30,tcgplayer
ST04-016p1,2025-09-22,0.29,tcgplayer
ST04-016p1,2025-09-29,0.29,tcgplayer
ST04-016p1,2025-10-06,0.29,tcgplayer
ST04-016p1,2025-10-13,0.29,tcgplayer
ST04-016p1,2025-10-20,0.29,tcgplayer
ST04-016p1,2025-10-27,0.32,tcgplayer
ST04-016p1,2025-11-03,0.32,tcgplayer
ST04-016p1,2025-11-10,0.32,tcgplayer
ST04-016p1,2025-11-17,0.34,tcgplayer
ST04-016p1,2025-11-24,0.35,tcgplayer
ST04-016p1,2025-12-01,0.34,tcgplayer
ST04-016p1,2025-12-08,0.36,tcgplayer
ST04-016p1,2025-12-15,0.37,tcgplayer
ST04-016p1,2025-12-22,0.36,tcgplayer
ST04-016p1,2025-12-29,0.41,tcgplayer
ST04-016p1,2026-01-05,0.37,tcgplayer
ST04-016p1,2026-01-12,0.36,tcgplayer
ST04-016p1,2026-01-19,0.37,tcgplayer
ST04-016p1,2026-01-26,0.36,tcgplayer
ST04-016p1,2026-02-02,0.40,tcgplayer
ST04-016p1,2026-02-09,0.36,tcgplayer
ST04-016p1,2026-02-16,0.36,tcgplayer
ST04-016p1,2026-02-23,0.30,tcgplayer
ST04-016p1,2026-03-02,0.34,tcgplayer
ST04-016p1,2026-03-09,0.32,tcgplayer
ST04-016p1,2026-03-16,0.32,tcgplayer
ST04-016p1,2026-03-23,0.32,tcgplayer
ST04-016p1,2026-03-30,0.31,tcgplayer
ST04-016p1,2026-04-06,0.30,tcgplayer
ST04-016p1,2026-04-13,0.29,tcgplayer
ST04-016p1,2026-04-20,0.28,tcgplayer
ST04-016p1,2026-04-27,0.28,tcgplayer
ST04-016p1,2026-05-04,0.26,tcgplayer
ST04-016p1,2026-05-11,0.26,tcgplayer
ST04-016p1,2026-05-18,0.28,tcgplayer
ST04-016p1,2026-05-25,0.28,tcgplayer
